Epoch,MAE,RMSE
951,"tensor(16.5169, dtype=torch.float64)","tensor(21.9577, dtype=torch.float64)"
952,"tensor(27.7268, dtype=torch.float64)","tensor(34.0925, dtype=torch.float64)"
953,"tensor(15.3839, dtype=torch.float64)","tensor(23.2260, dtype=torch.float64)"
954,"tensor(13.6874, dtype=torch.float64)","tensor(22.6091, dtype=torch.float64)"
955,"tensor(17.3241, dtype=torch.float64)","tensor(24.6218, dtype=torch.float64)"
956,"tensor(10.3842, dtype=torch.float64)","tensor(16.1530, dtype=torch.float64)"
957,"tensor(20.9683, dtype=torch.float64)","tensor(25.9766, dtype=torch.float64)"
958,"tensor(19.4513, dtype=torch.float64)","tensor(27.1138, dtype=torch.float64)"
959,"tensor(17.8033, dtype=torch.float64)","tensor(24.2839, dtype=torch.float64)"
960,"tensor(17.0598, dtype=torch.float64)","tensor(22.0521, dtype=torch.float64)"
961,"tensor(20.1762, dtype=torch.float64)","tensor(26.6628, dtype=torch.float64)"
962,"tensor(11.2727, dtype=torch.float64)","tensor(17.8281, dtype=torch.float64)"
963,"tensor(13.9159, dtype=torch.float64)","tensor(21.2566, dtype=torch.float64)"
964,"tensor(18.0279, dtype=torch.float64)","tensor(23.7368, dtype=torch.float64)"
965,"tensor(27.0212, dtype=torch.float64)","tensor(32.2571, dtype=torch.float64)"
966,"tensor(28.1177, dtype=torch.float64)","tensor(34.3246, dtype=torch.float64)"
967,"tensor(19.3394, dtype=torch.float64)","tensor(25.9807, dtype=torch.float64)"
968,"tensor(20.7835, dtype=torch.float64)","tensor(27.5030, dtype=torch.float64)"
969,"tensor(28.3741, dtype=torch.float64)","tensor(33.8256, dtype=torch.float64)"
970,"tensor(31.1910, dtype=torch.float64)","tensor(40.6742, dtype=torch.float64)"
971,"tensor(10.6483, dtype=torch.float64)","tensor(18.4435, dtype=torch.float64)"
972,"tensor(17.6848, dtype=torch.float64)","tensor(29.6666, dtype=torch.float64)"
973,"tensor(24.2042, dtype=torch.float64)","tensor(34.0229, dtype=torch.float64)"
974,"tensor(19.5081, dtype=torch.float64)","tensor(24.6637, dtype=torch.float64)"
975,"tensor(9.9533, dtype=torch.float64)","tensor(16.5411, dtype=torch.float64)"
976,"tensor(17.1821, dtype=torch.float64)","tensor(25.0211, dtype=torch.float64)"
977,"tensor(16.0470, dtype=torch.float64)","tensor(24.1147, dtype=torch.float64)"
978,"tensor(27.8362, dtype=torch.float64)","tensor(33.0810, dtype=torch.float64)"
979,"tensor(24.7188, dtype=torch.float64)","tensor(32.7432, dtype=torch.float64)"
980,"tensor(16.4760, dtype=torch.float64)","tensor(24.0662, dtype=torch.float64)"
981,"tensor(38.2176, dtype=torch.float64)","tensor(48.8497, dtype=torch.float64)"
982,"tensor(10.4369, dtype=torch.float64)","tensor(19.5139, dtype=torch.float64)"
983,"tensor(12.2268, dtype=torch.float64)","tensor(19.9022, dtype=torch.float64)"
984,"tensor(24.0717, dtype=torch.float64)","tensor(29.9092, dtype=torch.float64)"
985,"tensor(30.6635, dtype=torch.float64)","tensor(38.0398, dtype=torch.float64)"
986,"tensor(22.2340, dtype=torch.float64)","tensor(33.6840, dtype=torch.float64)"
987,"tensor(40.5893, dtype=torch.float64)","tensor(45.6241, dtype=torch.float64)"
988,"tensor(21.3960, dtype=torch.float64)","tensor(30.3546, dtype=torch.float64)"
989,"tensor(15.1431, dtype=torch.float64)","tensor(23.2718, dtype=torch.float64)"
990,"tensor(11.6116, dtype=torch.float64)","tensor(19.3156, dtype=torch.float64)"
991,"tensor(31.9304, dtype=torch.float64)","tensor(39.1614, dtype=torch.float64)"
992,"tensor(35.3846, dtype=torch.float64)","tensor(40.5225, dtype=torch.float64)"
993,"tensor(9.5080, dtype=torch.float64)","tensor(15.7069, dtype=torch.float64)"
994,"tensor(15.4639, dtype=torch.float64)","tensor(23.2516, dtype=torch.float64)"
995,"tensor(13.5907, dtype=torch.float64)","tensor(23.3552, dtype=torch.float64)"
996,"tensor(13.9608, dtype=torch.float64)","tensor(19.8468, dtype=torch.float64)"
997,"tensor(11.9744, dtype=torch.float64)","tensor(20.9397, dtype=torch.float64)"
998,"tensor(14.4011, dtype=torch.float64)","tensor(23.0270, dtype=torch.float64)"
999,"tensor(20.6999, dtype=torch.float64)","tensor(26.8569, dtype=torch.float64)"
